step,epoch,loss,val_loss,lr,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
88000,1.0,3.5686883038282393,3.490624985694885,0.00022054410430615376,81.0,22301,32607
89000,1.0,3.571885537981987,3.488205057382584,0.00021892716703073408,99.0,22301,32607
90000,1.0,3.5708951778411864,3.4859034419059753,0.00021730097156845578,78.0,22301,32607
91000,1.0,3.5644671256542204,3.4834311175346375,0.00021566579710367606,100.0,22301,32607
92000,1.0,3.5644025180339813,3.48273512840271,0.0002140219243622623,99.0,22302,32607
93000,1.0,3.561328872203827,3.481934280395508,0.0002123696355633974,100.0,22302,32607
94000,1.0,3.563241880655289,3.480371366739273,0.00021070921437112822,99.0,22301,32607
95000,1.0,3.563286720395088,3.479773511886597,0.0002090409458456668,0.0,22301,32607
96000,1.0,3.5625251091718675,3.4742964005470274,0.00020736511639445093,100.0,22301,32607
97000,1.0,3.5594183074235914,3.4736219227313994,0.00020568201372297415,3.0,22301,32607
98000,1.0,3.556071959376335,3.4718332409858705,0.00020399192678539235,100.0,22301,32607
99000,1.0,3.552044531583786,3.4706216430664063,0.00020229514573491663,100.0,22301,32607
100000,1.0,3.551311247944832,3.467706787586212,0.00020059196187399966,0.0,22301,32607
101000,1.0,3.551129957795143,3.4664155411720277,0.0001988826676043252,100.0,22301,32607
102000,1.0,3.546801740884781,3.4649548316001892,0.00019716755637660862,100.0,22301,32607
103000,1.0,3.5474514791965484,3.46225496172905,0.00019544692264021756,100.0,22301,32607
104000,1.0,3.544138365030289,3.463406044244766,0.00019372106179262096,99.0,22301,32607
105000,1.0,3.5482502789497374,3.458862826824188,0.00019199027012867524,0.0,22301,32607
106000,1.0,3.544293726325035,3.4584139835834504,0.000190254844789757,41.0,22301,32607
107000,1.0,3.5393528524637223,3.455864919424057,0.00018851508371274935,100.0,22301,32607
108000,1.0,3.541480548501015,3.453456777334213,0.00018677128557889275,0.0,22301,32607
109000,1.0,3.535737297773361,3.4528262782096864,0.0001850237497625073,100.0,22301,32607
110000,1.0,3.535534338235855,3.451603229045868,0.00018327277627959646,83.0,22301,32607
111000,1.0,3.536649174928665,3.4485129570960997,0.0001815186657363404,99.0,22301,32607
112000,1.0,3.5350606632232666,3.446566857099533,0.00017976171927748823,99.0,22301,32607
113000,1.0,3.533992460370064,3.4465345537662504,0.00017800223853465724,100.0,22301,32607
114000,1.0,3.5287222023010254,3.4445473062992096,0.00017624052557454952,99.0,22301,32607
115000,1.0,3.5294474806785585,3.4409717416763304,0.00017447688284709284,100.0,22301,32607
116000,1.0,3.528330872297287,3.44272869348526,0.0001727116131335164,0.0,22301,32607
117000,1.0,3.528866547346115,3.4393869745731354,0.00017094501949436964,99.0,22301,32607
118000,1.0,3.519063327074051,3.4371055614948274,0.00016917740521749255,100.0,22301,32607
119000,1.0,3.5234791746139527,3.4360636687278747,0.00016740907376594798,100.0,22301,32607
120000,1.0,3.5202323520183563,3.4343897068500517,0.00016564032872592264,0.0,22301,32607
121000,1.0,3.519556987285614,3.4321848559379577,0.00016387147375460814,15.0,22301,32607
122000,1.0,3.519849208235741,3.431037045717239,0.00016210281252806882,100.0,22301,32607
123000,1.0,3.5142033982276915,3.4286487913131714,0.0001603346486891072,99.0,22301,32607
124000,1.0,3.512743787050247,3.428323471546173,0.00015856728579513439,100.0,22301,32607
125000,1.0,3.511867973327637,3.4283498537540438,0.00015680102726605593,100.0,22301,32607
126000,1.0,3.5105033947229387,3.424702659845352,0.0001550361763321803,100.0,22301,32607
127000,1.0,3.5102506004571916,3.4227863645553587,0.00015327303598216107,100.0,22301,32607
128000,1.0,3.5090747890472413,3.4217045736312866,0.00015151190891097955,100.0,22301,32607
129000,1.0,3.504561738848686,3.419294877052307,0.00014975309746797846,0.0,22301,32607
130000,1.0,3.5037386919260025,3.4205812573432923,0.00014799690360495476,100.0,22301,32607
131000,1.0,3.5063914624452592,3.416459420919418,0.0001462436288243206,100.0,22301,32607
132000,1.0,3.5007811319828033,3.4172127521038056,0.00014449357412734177,100.0,22301,32607
133000,1.0,3.5011205155849456,3.4151260817050932,0.0001427470399624617,100.0,22301,32607
134000,1.0,3.49990641272068,3.412430474758148,0.00014100432617372103,100.0,22301,32607
135000,1.0,3.4979981117248533,3.410225349664688,0.00013926573194927993,99.0,22301,32607
136000,1.0,3.5007984220981596,3.410038350820541,0.00013753155577005428,0.0,22301,32607
137000,1.0,3.4960731377601624,3.407608309984207,0.0001358020953584722,100.0,22301,32607
138000,1.0,3.4958853278160094,3.406869667768478,0.00013407764762736149,27.0,22301,32607
139000,1.0,3.496909001469612,3.4060123097896575,0.00013235850862897556,100.0,22301,32607
140000,1.0,3.493537375688553,3.403200751543045,0.00013064497350416754,85.0,22301,32607
141000,1.0,3.4925142307281494,3.4017579448223114,0.00012893733643172057,100.0,22301,32607
142000,1.0,3.4895220441818235,3.4019070374965668,0.00012723589057784325,100.0,22301,32607
143000,1.0,3.4842028658390047,3.398963426351547,0.00012554092804583934,100.0,22301,32607
144000,1.0,3.486768266916275,3.3973363387584685,0.0001238527398259591,100.0,22301,32607
145000,1.0,3.4839354108572005,3.39567023396492,0.00012217161574544288,100.0,22301,32607
146000,1.0,3.4859145110845566,3.3936915493011472,0.00012049784441876317,32.0,22301,32607
147000,1.0,3.4801206830739977,3.3926199412345888,0.00011883171319807581,100.0,22301,32607
148000,1.0,3.4851190153360365,3.390476373434067,0.00011717350812388722,100.0,22301,32607
149000,1.0,3.478817769050598,3.3897195649147034,0.00011552351387594741,0.0,22301,32607
150000,1.0,3.478511109828949,3.3882873940467833,0.00011388201372437615,100.0,22301,32607
151000,1.0,3.478417443871498,3.386084837913513,0.0001122492894810313,99.0,22301,32607
152000,1.0,3.4745880134105684,3.387202501296997,0.00011062562145112758,100.0,22301,32607
153000,1.0,3.474006017923355,3.3844014048576354,0.00010901128838511389,20.0,22301,32607
